#        E [H]          <xx>          <yy>          <zz>           <f>
  1.700000E-01  7.359695E-02  7.359918E-02  7.360058E-02  7.359890E-02
  1.705000E-01  7.386183E-02  7.386407E-02  7.386548E-02  7.386379E-02
  1.710000E-01  7.412838E-02  7.413063E-02  7.413204E-02  7.413035E-02
  1.715000E-01  7.439662E-02  7.439888E-02  7.440030E-02  7.439860E-02
  1.720000E-01  7.466656E-02  7.466883E-02  7.467026E-02  7.466855E-02
  1.725000E-01  7.493822E-02  7.494051E-02  7.494194E-02  7.494022E-02
  1.730000E-01  7.521161E-02  7.521391E-02  7.521535E-02  7.521363E-02
  1.735000E-01  7.548676E-02  7.548907E-02  7.549052E-02  7.548878E-02
  1.740000E-01  7.576368E-02  7.576600E-02  7.576745E-02  7.576571E-02
  1.745000E-01  7.604238E-02  7.604472E-02  7.604617E-02  7.604442E-02
  1.750000E-01  7.632289E-02  7.632524E-02  7.632670E-02  7.632494E-02
  1.755000E-01  7.660521E-02  7.660758E-02  7.660905E-02  7.660728E-02
  1.760000E-01  7.688938E-02  7.689176E-02  7.689324E-02  7.689146E-02
  1.765000E-01  7.717541E-02  7.717780E-02  7.717928E-02  7.717750E-02
  1.770000E-01  7.746331E-02  7.746572E-02  7.746721E-02  7.746541E-02
  1.775000E-01  7.775310E-02  7.775553E-02  7.775702E-02  7.775522E-02
  1.780000E-01  7.804481E-02  7.804725E-02  7.804875E-02  7.804694E-02
  1.785000E-01  7.833846E-02  7.834091E-02  7.834242E-02  7.834059E-02
  1.790000E-01  7.863405E-02  7.863652E-02  7.863803E-02  7.863620E-02
  1.795000E-01  7.893161E-02  7.893410E-02  7.893562E-02  7.893378E-02
  1.800000E-01  7.923117E-02  7.923367E-02  7.923520E-02  7.923334E-02
  1.805000E-01  7.953274E-02  7.953525E-02  7.953679E-02  7.953493E-02
  1.810000E-01  7.983634E-02  7.983887E-02  7.984041E-02  7.983854E-02
  1.815000E-01  8.014199E-02  8.014454E-02  8.014608E-02  8.014420E-02
  1.820000E-01  8.044972E-02  8.045228E-02  8.045383E-02  8.045194E-02
  1.825000E-01  8.075954E-02  8.076212E-02  8.076368E-02  8.076178E-02
  1.830000E-01  8.107147E-02  8.107407E-02  8.107564E-02  8.107373E-02
  1.835000E-01  8.138555E-02  8.138816E-02  8.138974E-02  8.138782E-02
  1.840000E-01  8.170179E-02  8.170442E-02  8.170600E-02  8.170407E-02
  1.845000E-01  8.202021E-02  8.202285E-02  8.202444E-02  8.202250E-02
  1.850000E-01  8.234084E-02  8.234350E-02  8.234510E-02  8.234314E-02
  1.855000E-01  8.266369E-02  8.266637E-02  8.266798E-02  8.266601E-02
  1.860000E-01  8.298880E-02  8.299150E-02  8.299311E-02  8.299114E-02
  1.865000E-01  8.331619E-02  8.331890E-02  8.332052E-02  8.331854E-02
  1.870000E-01  8.364587E-02  8.364860E-02  8.365024E-02  8.364824E-02
  1.875000E-01  8.397788E-02  8.398063E-02  8.398227E-02  8.398026E-02
  1.880000E-01  8.431225E-02  8.431502E-02  8.431666E-02  8.431464E-02
  1.885000E-01  8.464899E-02  8.465177E-02  8.465343E-02  8.465140E-02
  1.890000E-01  8.498813E-02  8.499093E-02  8.499259E-02  8.499055E-02
  1.895000E-01  8.532969E-02  8.533252E-02  8.533419E-02  8.533213E-02
  1.900000E-01  8.567371E-02  8.567656E-02  8.567824E-02  8.567617E-02
  1.905000E-01  8.602021E-02  8.602308E-02  8.602477E-02  8.602269E-02
  1.910000E-01  8.636922E-02  8.637211E-02  8.637380E-02  8.637171E-02
  1.915000E-01  8.672077E-02  8.672367E-02  8.672538E-02  8.672327E-02
  1.920000E-01  8.707488E-02  8.707780E-02  8.707951E-02  8.707740E-02
  1.925000E-01  8.743157E-02  8.743452E-02  8.743624E-02  8.743411E-02
  1.930000E-01  8.779089E-02  8.779386E-02  8.779559E-02  8.779345E-02
  1.935000E-01  8.815286E-02  8.815585E-02  8.815759E-02  8.815543E-02
  1.940000E-01  8.851751E-02  8.852052E-02  8.852227E-02  8.852010E-02
  1.945000E-01  8.888487E-02  8.888790E-02  8.888966E-02  8.888748E-02
  1.950000E-01  8.925497E-02  8.925802E-02  8.925979E-02  8.925760E-02
  1.955000E-01  8.962785E-02  8.963091E-02  8.963270E-02  8.963049E-02
  1.960000E-01  9.000352E-02  9.000661E-02  9.000840E-02  9.000618E-02
  1.965000E-01  9.038203E-02  9.038514E-02  9.038695E-02  9.038471E-02
  1.970000E-01  9.076341E-02  9.076654E-02  9.076836E-02  9.076610E-02
  1.975000E-01  9.114769E-02  9.115085E-02  9.115267E-02  9.115040E-02
  1.980000E-01  9.153490E-02  9.153808E-02  9.153992E-02  9.153763E-02
  1.985000E-01  9.192509E-02  9.192829E-02  9.193013E-02  9.192784E-02
  1.990000E-01  9.231827E-02  9.232150E-02  9.232335E-02  9.232104E-02
  1.995000E-01  9.271450E-02  9.271775E-02  9.271961E-02  9.271729E-02
  2.000000E-01  9.311380E-02  9.311707E-02  9.311895E-02  9.311661E-02
  2.005000E-01  9.351621E-02  9.351951E-02  9.352140E-02  9.351904E-02
  2.010000E-01  9.392177E-02  9.392509E-02  9.392699E-02  9.392462E-02
  2.015000E-01  9.433051E-02  9.433386E-02  9.433577E-02  9.433338E-02
  2.020000E-01  9.474248E-02  9.474586E-02  9.474778E-02  9.474537E-02
  2.025000E-01  9.515771E-02  9.516112E-02  9.516305E-02  9.516063E-02
  2.030000E-01  9.557625E-02  9.557968E-02  9.558162E-02  9.557918E-02
  2.035000E-01  9.599812E-02  9.600158E-02  9.600353E-02  9.600108E-02
  2.040000E-01  9.642338E-02  9.642686E-02  9.642883E-02  9.642636E-02
  2.045000E-01  9.685206E-02  9.685557E-02  9.685756E-02  9.685506E-02
  2.050000E-01  9.728421E-02  9.728775E-02  9.728975E-02  9.728724E-02
  2.055000E-01  9.771987E-02  9.772344E-02  9.772544E-02  9.772292E-02
  2.060000E-01  9.815908E-02  9.816268E-02  9.816470E-02  9.816215E-02
  2.065000E-01  9.860189E-02  9.860552E-02  9.860755E-02  9.860499E-02
  2.070000E-01  9.904834E-02  9.905200E-02  9.905404E-02  9.905146E-02
  2.075000E-01  9.949848E-02  9.950217E-02  9.950422E-02  9.950163E-02
  2.080000E-01  9.995236E-02  9.995607E-02  9.995814E-02  9.995552E-02
  2.085000E-01  1.004100E-01  1.004138E-01  1.004158E-01  1.004132E-01
  2.090000E-01  1.008715E-01  1.008753E-01  1.008774E-01  1.008747E-01
  2.095000E-01  1.013369E-01  1.013407E-01  1.013428E-01  1.013401E-01
  2.100000E-01  1.018062E-01  1.018100E-01  1.018121E-01  1.018094E-01
  2.105000E-01  1.022794E-01  1.022833E-01  1.022854E-01  1.022827E-01
  2.110000E-01  1.027567E-01  1.027606E-01  1.027628E-01  1.027601E-01
  2.115000E-01  1.032381E-01  1.032421E-01  1.032442E-01  1.032415E-01
  2.120000E-01  1.037237E-01  1.037276E-01  1.037298E-01  1.037270E-01
  2.125000E-01  1.042134E-01  1.042174E-01  1.042196E-01  1.042168E-01
  2.130000E-01  1.047073E-01  1.047114E-01  1.047136E-01  1.047108E-01
  2.135000E-01  1.052056E-01  1.052097E-01  1.052119E-01  1.052091E-01
  2.140000E-01  1.057083E-01  1.057124E-01  1.057146E-01  1.057117E-01
  2.145000E-01  1.062153E-01  1.062194E-01  1.062217E-01  1.062188E-01
  2.150000E-01  1.067268E-01  1.067310E-01  1.067333E-01  1.067304E-01
  2.155000E-01  1.072429E-01  1.072471E-01  1.072494E-01  1.072465E-01
  2.160000E-01  1.077636E-01  1.077678E-01  1.077701E-01  1.077672E-01
  2.165000E-01  1.082889E-01  1.082932E-01  1.082955E-01  1.082926E-01
  2.170000E-01  1.088190E-01  1.088233E-01  1.088257E-01  1.088227E-01
  2.175000E-01  1.093538E-01  1.093582E-01  1.093606E-01  1.093575E-01
  2.180000E-01  1.098936E-01  1.098980E-01  1.099004E-01  1.098973E-01
  2.185000E-01  1.104382E-01  1.104427E-01  1.104451E-01  1.104420E-01
  2.190000E-01  1.109879E-01  1.109924E-01  1.109948E-01  1.109917E-01
  2.195000E-01  1.115426E-01  1.115471E-01  1.115495E-01  1.115464E-01
  2.200000E-01  1.121024E-01  1.121070E-01  1.121095E-01  1.121063E-01
  2.205000E-01  1.126675E-01  1.126721E-01  1.126746E-01  1.126714E-01
  2.210000E-01  1.132378E-01  1.132425E-01  1.132450E-01  1.132418E-01
  2.215000E-01  1.138136E-01  1.138183E-01  1.138208E-01  1.138175E-01
  2.220000E-01  1.143947E-01  1.143995E-01  1.144020E-01  1.143987E-01
  2.225000E-01  1.149814E-01  1.149862E-01  1.149887E-01  1.149854E-01
  2.230000E-01  1.155736E-01  1.155785E-01  1.155811E-01  1.155777E-01
  2.235000E-01  1.161716E-01  1.161765E-01  1.161791E-01  1.161757E-01
  2.240000E-01  1.167753E-01  1.167802E-01  1.167829E-01  1.167795E-01
  2.245000E-01  1.173849E-01  1.173898E-01  1.173925E-01  1.173891E-01
  2.250000E-01  1.180004E-01  1.180054E-01  1.180081E-01  1.180046E-01
  2.255000E-01  1.186219E-01  1.186270E-01  1.186297E-01  1.186262E-01
  2.260000E-01  1.192495E-01  1.192547E-01  1.192574E-01  1.192539E-01
  2.265000E-01  1.198834E-01  1.198886E-01  1.198913E-01  1.198877E-01
  2.270000E-01  1.205235E-01  1.205288E-01  1.205315E-01  1.205279E-01
  2.275000E-01  1.211701E-01  1.211754E-01  1.211782E-01  1.211745E-01
  2.280000E-01  1.218231E-01  1.218285E-01  1.218313E-01  1.218276E-01
  2.285000E-01  1.224828E-01  1.224882E-01  1.224910E-01  1.224873E-01
  2.290000E-01  1.231491E-01  1.231546E-01  1.231574E-01  1.231537E-01
  2.295000E-01  1.238222E-01  1.238278E-01  1.238306E-01  1.238269E-01
  2.300000E-01  1.245023E-01  1.245079E-01  1.245108E-01  1.245070E-01
  2.305000E-01  1.251894E-01  1.251950E-01  1.251979E-01  1.251941E-01
  2.310000E-01  1.258836E-01  1.258893E-01  1.258922E-01  1.258883E-01
  2.315000E-01  1.265850E-01  1.265908E-01  1.265938E-01  1.265898E-01
  2.320000E-01  1.272938E-01  1.272996E-01  1.273026E-01  1.272987E-01
  2.325000E-01  1.280101E-01  1.280160E-01  1.280190E-01  1.280150E-01
  2.330000E-01  1.287340E-01  1.287399E-01  1.287430E-01  1.287390E-01
  2.335000E-01  1.294656E-01  1.294716E-01  1.294747E-01  1.294706E-01
  2.340000E-01  1.302050E-01  1.302111E-01  1.302142E-01  1.302101E-01
  2.345000E-01  1.309525E-01  1.309586E-01  1.309618E-01  1.309576E-01
  2.350000E-01  1.317080E-01  1.317142E-01  1.317174E-01  1.317132E-01
  2.355000E-01  1.324718E-01  1.324781E-01  1.324813E-01  1.324770E-01
  2.360000E-01  1.332439E-01  1.332503E-01  1.332536E-01  1.332493E-01
  2.365000E-01  1.340246E-01  1.340311E-01  1.340344E-01  1.340300E-01
  2.370000E-01  1.348140E-01  1.348205E-01  1.348238E-01  1.348194E-01
  2.375000E-01  1.356122E-01  1.356187E-01  1.356221E-01  1.356177E-01
  2.380000E-01  1.364193E-01  1.364260E-01  1.364294E-01  1.364249E-01
  2.385000E-01  1.372356E-01  1.372423E-01  1.372458E-01  1.372412E-01
  2.390000E-01  1.380611E-01  1.380679E-01  1.380714E-01  1.380668E-01
  2.395000E-01  1.388961E-01  1.389030E-01  1.389065E-01  1.389019E-01
  2.400000E-01  1.397407E-01  1.397477E-01  1.397512E-01  1.397466E-01
  2.405000E-01  1.405951E-01  1.406021E-01  1.406057E-01  1.406010E-01
  2.410000E-01  1.414594E-01  1.414666E-01  1.414702E-01  1.414654E-01
  2.415000E-01  1.423339E-01  1.423411E-01  1.423448E-01  1.423399E-01
  2.420000E-01  1.432186E-01  1.432259E-01  1.432297E-01  1.432247E-01
  2.425000E-01  1.441139E-01  1.441213E-01  1.441251E-01  1.441201E-01
  2.430000E-01  1.450198E-01  1.450273E-01  1.450311E-01  1.450261E-01
  2.435000E-01  1.459367E-01  1.459442E-01  1.459481E-01  1.459430E-01
  2.440000E-01  1.468646E-01  1.468723E-01  1.468761E-01  1.468710E-01
  2.445000E-01  1.478038E-01  1.478115E-01  1.478155E-01  1.478103E-01
  2.450000E-01  1.487545E-01  1.487623E-01  1.487663E-01  1.487610E-01
  2.455000E-01  1.497169E-01  1.497249E-01  1.497289E-01  1.497235E-01
  2.460000E-01  1.506912E-01  1.506993E-01  1.507034E-01  1.506980E-01
  2.465000E-01  1.516777E-01  1.516859E-01  1.516900E-01  1.516846E-01
  2.470000E-01  1.526766E-01  1.526849E-01  1.526891E-01  1.526835E-01
  2.475000E-01  1.536882E-01  1.536966E-01  1.537008E-01  1.536952E-01
  2.480000E-01  1.547126E-01  1.547211E-01  1.547254E-01  1.547197E-01
  2.485000E-01  1.557501E-01  1.557587E-01  1.557631E-01  1.557573E-01
  2.490000E-01  1.568010E-01  1.568098E-01  1.568142E-01  1.568083E-01
  2.495000E-01  1.578656E-01  1.578744E-01  1.578789E-01  1.578730E-01
  2.500000E-01  1.589441E-01  1.589530E-01  1.589576E-01  1.589515E-01
  2.505000E-01  1.600367E-01  1.600458E-01  1.600504E-01  1.600443E-01
  2.510000E-01  1.611439E-01  1.611531E-01  1.611578E-01  1.611516E-01
  2.515000E-01  1.622658E-01  1.622752E-01  1.622799E-01  1.622736E-01
  2.520000E-01  1.634028E-01  1.634123E-01  1.634171E-01  1.634108E-01
  2.525000E-01  1.645552E-01  1.645649E-01  1.645697E-01  1.645633E-01
  2.530000E-01  1.657233E-01  1.657331E-01  1.657380E-01  1.657315E-01
  2.535000E-01  1.669075E-01  1.669174E-01  1.669223E-01  1.669157E-01
  2.540000E-01  1.681080E-01  1.681180E-01  1.681231E-01  1.681164E-01
  2.545000E-01  1.693252E-01  1.693354E-01  1.693405E-01  1.693337E-01
  2.550000E-01  1.705595E-01  1.705698E-01  1.705750E-01  1.705681E-01
  2.555000E-01  1.718112E-01  1.718217E-01  1.718269E-01  1.718199E-01
  2.560000E-01  1.730807E-01  1.730913E-01  1.730966E-01  1.730895E-01
  2.565000E-01  1.743684E-01  1.743792E-01  1.743846E-01  1.743774E-01
  2.570000E-01  1.756746E-01  1.756856E-01  1.756911E-01  1.756838E-01
  2.575000E-01  1.769999E-01  1.770111E-01  1.770166E-01  1.770092E-01
  2.580000E-01  1.783446E-01  1.783560E-01  1.783616E-01  1.783541E-01
  2.585000E-01  1.797092E-01  1.797207E-01  1.797264E-01  1.797187E-01
  2.590000E-01  1.810940E-01  1.811057E-01  1.811115E-01  1.811037E-01
  2.595000E-01  1.824996E-01  1.825115E-01  1.825174E-01  1.825095E-01
  2.600000E-01  1.839264E-01  1.839385E-01  1.839445E-01  1.839365E-01
  2.605000E-01  1.853749E-01  1.853872E-01  1.853933E-01  1.853851E-01
  2.610000E-01  1.868457E-01  1.868581E-01  1.868643E-01  1.868561E-01
  2.615000E-01  1.883392E-01  1.883518E-01  1.883581E-01  1.883497E-01
  2.620000E-01  1.898559E-01  1.898688E-01  1.898751E-01  1.898666E-01
  2.625000E-01  1.913964E-01  1.914095E-01  1.914160E-01  1.914073E-01
  2.630000E-01  1.929614E-01  1.929747E-01  1.929813E-01  1.929724E-01
  2.635000E-01  1.945513E-01  1.945648E-01  1.945715E-01  1.945625E-01
  2.640000E-01  1.961667E-01  1.961805E-01  1.961873E-01  1.961782E-01
  2.645000E-01  1.978084E-01  1.978224E-01  1.978293E-01  1.978200E-01
  2.650000E-01  1.994769E-01  1.994911E-01  1.994981E-01  1.994887E-01
  2.655000E-01  2.011728E-01  2.011873E-01  2.011945E-01  2.011849E-01
  2.660000E-01  2.028970E-01  2.029117E-01  2.029190E-01  2.029092E-01
  2.665000E-01  2.046500E-01  2.046650E-01  2.046725E-01  2.046625E-01
  2.670000E-01  2.064327E-01  2.064479E-01  2.064555E-01  2.064454E-01
  2.675000E-01  2.082457E-01  2.082613E-01  2.082690E-01  2.082587E-01
  2.680000E-01  2.100899E-01  2.101057E-01  2.101136E-01  2.101031E-01
  2.685000E-01  2.119661E-01  2.119822E-01  2.119902E-01  2.119795E-01
  2.690000E-01  2.138750E-01  2.138914E-01  2.138996E-01  2.138887E-01
  2.695000E-01  2.158176E-01  2.158343E-01  2.158426E-01  2.158315E-01
  2.700000E-01  2.177948E-01  2.178118E-01  2.178202E-01  2.178089E-01
  2.705000E-01  2.198074E-01  2.198247E-01  2.198334E-01  2.198218E-01
  2.710000E-01  2.218565E-01  2.218741E-01  2.218829E-01  2.218712E-01
  2.715000E-01  2.239430E-01  2.239610E-01  2.239699E-01  2.239580E-01
  2.720000E-01  2.260679E-01  2.260863E-01  2.260954E-01  2.260832E-01
  2.725000E-01  2.282324E-01  2.282511E-01  2.282604E-01  2.282479E-01
  2.730000E-01  2.304374E-01  2.304565E-01  2.304660E-01  2.304533E-01
  2.735000E-01  2.326843E-01  2.327037E-01  2.327134E-01  2.327005E-01
  2.740000E-01  2.349740E-01  2.349939E-01  2.350038E-01  2.349906E-01
  2.745000E-01  2.373080E-01  2.373282E-01  2.373384E-01  2.373249E-01
  2.750000E-01  2.396874E-01  2.397081E-01  2.397184E-01  2.397046E-01
  2.755000E-01  2.421135E-01  2.421346E-01  2.421452E-01  2.421311E-01
  2.760000E-01  2.445878E-01  2.446094E-01  2.446202E-01  2.446058E-01
  2.765000E-01  2.471117E-01  2.471337E-01  2.471447E-01  2.471300E-01
  2.770000E-01  2.496866E-01  2.497091E-01  2.497204E-01  2.497054E-01
  2.775000E-01  2.523141E-01  2.523371E-01  2.523486E-01  2.523333E-01
  2.780000E-01  2.549958E-01  2.550193E-01  2.550311E-01  2.550154E-01
  2.785000E-01  2.577334E-01  2.577574E-01  2.577694E-01  2.577534E-01
  2.790000E-01  2.605285E-01  2.605531E-01  2.605653E-01  2.605490E-01
  2.795000E-01  2.633831E-01  2.634081E-01  2.634207E-01  2.634040E-01
  2.800000E-01  2.662988E-01  2.663245E-01  2.663374E-01  2.663202E-01
  2.805000E-01  2.692778E-01  2.693041E-01  2.693172E-01  2.692997E-01
  2.810000E-01  2.723221E-01  2.723489E-01  2.723624E-01  2.723444E-01
  2.815000E-01  2.754336E-01  2.754611E-01  2.754749E-01  2.754566E-01
  2.820000E-01  2.786148E-01  2.786429E-01  2.786571E-01  2.786383E-01
  2.825000E-01  2.818678E-01  2.818966E-01  2.819111E-01  2.818919E-01
  2.830000E-01  2.851951E-01  2.852246E-01  2.852395E-01  2.852197E-01
  2.835000E-01  2.885992E-01  2.886294E-01  2.886446E-01  2.886244E-01
  2.840000E-01  2.920826E-01  2.921136E-01  2.921292E-01  2.921085E-01
  2.845000E-01  2.956482E-01  2.956799E-01  2.956959E-01  2.956747E-01
  2.850000E-01  2.992987E-01  2.993312E-01  2.993477E-01  2.993259E-01
  2.855000E-01  3.030372E-01  3.030705E-01  3.030874E-01  3.030650E-01
  2.860000E-01  3.068667E-01  3.069009E-01  3.069182E-01  3.068953E-01
  2.865000E-01  3.107905E-01  3.108256E-01  3.108435E-01  3.108199E-01
  2.870000E-01  3.148121E-01  3.148481E-01  3.148664E-01  3.148422E-01
  2.875000E-01  3.189350E-01  3.189720E-01  3.189908E-01  3.189659E-01
  2.880000E-01  3.231629E-01  3.232009E-01  3.232202E-01  3.231947E-01
  2.885000E-01  3.274998E-01  3.275388E-01  3.275587E-01  3.275324E-01
  2.890000E-01  3.319498E-01  3.319898E-01  3.320103E-01  3.319833E-01
  2.895000E-01  3.365171E-01  3.365583E-01  3.365793E-01  3.365515E-01
  2.900000E-01  3.412063E-01  3.412486E-01  3.412703E-01  3.412417E-01
  2.905000E-01  3.460221E-01  3.460657E-01  3.460880E-01  3.460586E-01
  2.910000E-01  3.509696E-01  3.510144E-01  3.510374E-01  3.510071E-01
  2.915000E-01  3.560539E-01  3.561000E-01  3.561237E-01  3.560925E-01
  2.920000E-01  3.612806E-01  3.613280E-01  3.613524E-01  3.613203E-01
  2.925000E-01  3.666554E-01  3.667043E-01  3.667294E-01  3.666964E-01
  2.930000E-01  3.721844E-01  3.722348E-01  3.722608E-01  3.722267E-01
  2.935000E-01  3.778742E-01  3.779260E-01  3.779528E-01  3.779177E-01
  2.940000E-01  3.837313E-01  3.837848E-01  3.838124E-01  3.837762E-01
  2.945000E-01  3.897630E-01  3.898181E-01  3.898467E-01  3.898093E-01
  2.950000E-01  3.959767E-01  3.960336E-01  3.960631E-01  3.960245E-01
  2.955000E-01  4.023804E-01  4.024392E-01  4.024697E-01  4.024298E-01
  2.960000E-01  4.089825E-01  4.090432E-01  4.090747E-01  4.090335E-01
  2.965000E-01  4.157918E-01  4.158545E-01  4.158871E-01  4.158445E-01
  2.970000E-01  4.228177E-01  4.228825E-01  4.229163E-01  4.228722E-01
  2.975000E-01  4.300701E-01  4.301370E-01  4.301720E-01  4.301264E-01
  2.980000E-01  4.375595E-01  4.376287E-01  4.376649E-01  4.376177E-01
  2.985000E-01  4.452969E-01  4.453685E-01  4.454060E-01  4.453571E-01
  2.990000E-01  4.532941E-01  4.533683E-01  4.534072E-01  4.533565E-01
  2.995000E-01  4.615637E-01  4.616405E-01  4.616809E-01  4.616283E-01
  3.000000E-01  4.701188E-01  4.701984E-01  4.702403E-01  4.701859E-01
  3.005000E-01  4.789736E-01  4.790561E-01  4.790997E-01  4.790431E-01
  3.010000E-01  4.881431E-01  4.882286E-01  4.882738E-01  4.882152E-01
  3.015000E-01  4.976431E-01  4.977319E-01  4.977788E-01  4.977179E-01
  3.020000E-01  5.074906E-01  5.075828E-01  5.076316E-01  5.075683E-01
  3.025000E-01  5.177036E-01  5.177994E-01  5.178502E-01  5.177844E-01
  3.030000E-01  5.283015E-01  5.284011E-01  5.284540E-01  5.283855E-01
  3.035000E-01  5.393048E-01  5.394083E-01  5.394635E-01  5.393922E-01
  3.040000E-01  5.507355E-01  5.508432E-01  5.509006E-01  5.508264E-01
  3.045000E-01  5.626169E-01  5.627291E-01  5.627890E-01  5.627117E-01
  3.050000E-01  5.749743E-01  5.750911E-01  5.751537E-01  5.750730E-01
  3.055000E-01  5.878346E-01  5.879563E-01  5.880216E-01  5.879375E-01
  3.060000E-01  6.012265E-01  6.013535E-01  6.014217E-01  6.013339E-01
  3.065000E-01  6.151810E-01  6.153136E-01  6.153849E-01  6.152932E-01
  3.070000E-01  6.297313E-01  6.298698E-01  6.299444E-01  6.298485E-01
  3.075000E-01  6.449132E-01  6.450579E-01  6.451361E-01  6.450358E-01
  3.080000E-01  6.607651E-01  6.609165E-01  6.609983E-01  6.608933E-01
  3.085000E-01  6.773284E-01  6.774868E-01  6.775726E-01  6.774626E-01
  3.090000E-01  6.946476E-01  6.948136E-01  6.949036E-01  6.947883E-01
  3.095000E-01  7.127711E-01  7.129451E-01  7.130396E-01  7.129186E-01
  3.100000E-01  7.317509E-01  7.319334E-01  7.320328E-01  7.319057E-01
  3.105000E-01  7.516434E-01  7.518350E-01  7.519395E-01  7.518060E-01
  3.110000E-01  7.725097E-01  7.727110E-01  7.728210E-01  7.726805E-01
  3.115000E-01  7.944158E-01  7.946276E-01  7.947434E-01  7.945956E-01
  3.120000E-01  8.174339E-01  8.176567E-01  8.177789E-01  8.176232E-01
  3.125000E-01  8.416419E-01  8.418767E-01  8.420056E-01  8.418414E-01
  3.130000E-01  8.671251E-01  8.673727E-01  8.675089E-01  8.673356E-01
  3.135000E-01  8.939763E-01  8.942376E-01  8.943816E-01  8.941985E-01
  3.140000E-01  9.222967E-01  9.225728E-01  9.227252E-01  9.225315E-01
  3.145000E-01  9.521970E-01  9.524891E-01  9.526505E-01  9.524455E-01
  3.150000E-01  9.837985E-01  9.841078E-01  9.842790E-01  9.840618E-01
  3.155000E-01  1.017234E+00  1.017562E+00  1.017744E+00  1.017513E+00
  3.160000E-01  1.052650E+00  1.052998E+00  1.053191E+00  1.052946E+00
  3.165000E-01  1.090206E+00  1.090576E+00  1.090781E+00  1.090521E+00
  3.170000E-01  1.130079E+00  1.130473E+00  1.130692E+00  1.130415E+00
  3.175000E-01  1.172465E+00  1.172884E+00  1.173117E+00  1.172822E+00
  3.180000E-01  1.217579E+00  1.218025E+00  1.218275E+00  1.217960E+00
  3.185000E-01  1.265659E+00  1.266136E+00  1.266402E+00  1.266066E+00
  3.190000E-01  1.316970E+00  1.317480E+00  1.317765E+00  1.317405E+00
  3.195000E-01  1.371806E+00  1.372351E+00  1.372658E+00  1.372272E+00
  3.200000E-01  1.430493E+00  1.431079E+00  1.431408E+00  1.430993E+00
  3.205000E-01  1.493398E+00  1.494026E+00  1.494380E+00  1.493934E+00
  3.210000E-01  1.560925E+00  1.561601E+00  1.561982E+00  1.561503E+00
  3.215000E-01  1.633532E+00  1.634261E+00  1.634672E+00  1.634155E+00
  3.220000E-01  1.711730E+00  1.712515E+00  1.712959E+00  1.712401E+00
  3.225000E-01  1.796090E+00  1.796940E+00  1.797420E+00  1.796817E+00
  3.230000E-01  1.887260E+00  1.888180E+00  1.888701E+00  1.888047E+00
  3.235000E-01  1.985967E+00  1.986965E+00  1.987531E+00  1.986821E+00
  3.240000E-01  2.093032E+00  2.094116E+00  2.094732E+00  2.093960E+00
  3.245000E-01  2.209384E+00  2.210564E+00  2.211236E+00  2.210395E+00
  3.250000E-01  2.336076E+00  2.337364E+00  2.338097E+00  2.337179E+00
  3.255000E-01  2.474301E+00  2.475709E+00  2.476512E+00  2.475508E+00
  3.260000E-01  2.625416E+00  2.626958E+00  2.627839E+00  2.626738E+00
  3.265000E-01  2.790961E+00  2.792654E+00  2.793621E+00  2.792412E+00
  3.270000E-01  2.972688E+00  2.974550E+00  2.975615E+00  2.974284E+00
  3.275000E-01  3.172589E+00  3.174641E+00  3.175816E+00  3.174349E+00
  3.280000E-01  3.392928E+00  3.395194E+00  3.396492E+00  3.394872E+00
  3.285000E-01  3.636271E+00  3.638778E+00  3.640216E+00  3.638422E+00
  3.290000E-01  3.905521E+00  3.908299E+00  3.909894E+00  3.907905E+00
  3.295000E-01  4.203945E+00  4.207029E+00  4.208801E+00  4.206592E+00
  3.300000E-01  4.535197E+00  4.538624E+00  4.540595E+00  4.538138E+00
  3.305000E-01  4.903316E+00  4.907129E+00  4.909323E+00  4.906590E+00
  3.310000E-01  5.312711E+00  5.316954E+00  5.319398E+00  5.316354E+00
  3.315000E-01  5.768077E+00  5.772799E+00  5.775519E+00  5.772132E+00
  3.320000E-01  6.274259E+00  6.279507E+00  6.282532E+00  6.278766E+00
  3.325000E-01  6.835986E+00  6.841805E+00  6.845160E+00  6.840984E+00
  3.330000E-01  7.457452E+00  7.463878E+00  7.467585E+00  7.462972E+00
  3.335000E-01  8.141666E+00  8.148720E+00  8.152790E+00  8.147725E+00
  3.340000E-01  8.889511E+00  8.897186E+00  8.901614E+00  8.896104E+00
  3.345000E-01  9.698445E+00  9.706693E+00  9.711450E+00  9.705530E+00
  3.350000E-01  1.056085E+01  1.056956E+01  1.057458E+01  1.056833E+01
  3.355000E-01  1.146209E+01  1.147108E+01  1.147626E+01  1.146981E+01
  3.360000E-01  1.237867E+01  1.238765E+01  1.239282E+01  1.238638E+01
  3.365000E-01  1.327691E+01  1.328549E+01  1.329042E+01  1.328427E+01
  3.370000E-01  1.411314E+01  1.412085E+01  1.412525E+01  1.411975E+01
  3.375000E-01  1.483630E+01  1.484261E+01  1.484619E+01  1.484170E+01
  3.380000E-01  1.539351E+01  1.539790E+01  1.540036E+01  1.539726E+01
  3.385000E-01  1.573818E+01  1.574026E+01  1.574136E+01  1.573993E+01
  3.390000E-01  1.583894E+01  1.583850E+01  1.583812E+01  1.583852E+01
  3.395000E-01  1.568646E+01  1.568353E+01  1.568171E+01  1.568390E+01
